number,pokemon_name,pic_url,main_type,secondary_type,region,category,height (),weight (),pokemon_family,attack,defense,stamina,cp min,cp max,Hp min,hp max,capture_rate,flee_rate,male_perc,female_perc,resistance,weakness,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,Fecha
615,Cryogonal,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Cryogonal.png,Ice,,Unova,Crystallizing,"1,1",148,Cryogonal family,190,218,190,34,2798,17,162,20%,7%,N/A,N/A,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}",Yes (Snow weather only),No,Formerly (3rd tier level),Formerly,No,No,2011
616,Shelmet,https://static.wikia.nocookie.net/pokemongo/images/f/f2/Shelmet.png,Bug,,Unova,Snail,"0,4","7,7",Shelmet family,72,140,137,10,834,12,120,30%,10%,50%,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",Yes,No,No,Formerly,No,No,2011
617,Accelgor,https://static.wikia.nocookie.net/pokemongo/images/7/7a/Accelgor.png,Bug,,Unova,Shell,"0,8","25,3",Shelmet family,220,120,190,29,2441,17,162,15%,5%,50%,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",No,No,No,No,No,No,2011
618,Stunfisk,https://static.wikia.nocookie.net/pokemongo/images/a/ad/Stunfisk.png,Ground,Electric,Unova,Trap,"0,7",11,Stunfisk family,144,171,240,25,2162,22,201,20%,7%,50%,50%,"{'62.5%': ['Flying', 'Poison', 'Rock', 'Steel'], '24%': ['Electric']}","{'160%': ['Grass', 'Ground', 'Ice', 'Water']}",Yes,No,Formerly (3rd tier level),Yes,No,No,2011
619,Mienfoo,https://static.wikia.nocookie.net/pokemongo/images/9/9e/Mienfoo.png,Fighting,,Unova,Martial,"0,9",20,Mienfoo family,160,98,128,15,1389,12,113,30%,10%,50%,50%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",No,Yes (10-km Eggs),No,No,No,No,2011
620,Mienshao,https://static.wikia.nocookie.net/pokemongo/images/3/3f/Mienshao.png,Fighting,,Unova,Martial,"1,4","35,5",Mienfoo family,258,127,163,32,2710,15,140,15%,5%,50%,50%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",No,No,No,No,No,No,2011
621,Druddigon,https://static.wikia.nocookie.net/pokemongo/images/c/ca/Druddigon.png,Dragon,,Unova,Cave,"1,6",139,Druddigon family,213,170,184,33,2732,17,157,20%,7%,50%,50%,"{'62.5%': ['Electric', 'Fire', 'Grass', 'Water']}","{'160%': ['Dragon', 'Fairy', 'Ice']}",No,No,Formerly (3rd tier level),Formerly,Yes,No,2011
622,Golett,https://static.wikia.nocookie.net/pokemongo/images/f/f2/Golett.png,Ground,Ghost,Unova,Automaton,1,92,Golett family,127,92,153,13,1189,14,132,30%,10%,N/A,N/A,"{'62.5%': ['Bug', 'Rock'], '39%': ['Electric', 'Fighting', 'Normal', 'Poison']}","{'160%': ['Dark', 'Ghost', 'Grass', 'Ice', 'Water']}",Yes,No,Formerly (1st tier level),Formerly,No,No,2011
623,Golurk,https://static.wikia.nocookie.net/pokemongo/images/d/d3/Golurk.png,Ground,Ghost,Unova,Automaton,"2,8",330,Golett family,222,154,205,34,2854,19,173,15%,5%,N/A,N/A,"{'62.5%': ['Bug', 'Rock'], '39%': ['Electric', 'Fighting', 'Normal', 'Poison']}","{'160%': ['Dark', 'Ghost', 'Grass', 'Ice', 'Water']}",No,No,Formerly (3rd tier level),No,No,No,2011
624,Pawniard,https://static.wikia.nocookie.net/pokemongo/images/2/2b/Pawniard.png,Dark,Steel,Unova,Sharp,"0,5","10,2",Pawniard family,154,114,128,16,1433,12,113,30%,9%,50%,50%,"{'62.5%': ['Dark', 'Dragon', 'Flying', 'Ghost', 'Grass', 'Ice', 'Normal', 'Rock', 'Steel'], '39%': ['Poison'], '24%': ['Psychic']}","{'160%': ['Fire', 'Ground'], '256%': ['Fighting']}",No,Yes (12-km Eggs),No,No,No,No,2011
625,Bisharp,https://static.wikia.nocookie.net/pokemongo/images/3/3c/Bisharp.png,Dark,Steel,Unova,Sword,"1,6",70,Pawniard family,232,176,163,34,2844,15,140,15%,5%,50%,50%,"{'62.5%': ['Dark', 'Dragon', 'Flying', 'Ghost', 'Grass', 'Ice', 'Normal', 'Rock', 'Steel'], '39%': ['Poison'], '24%': ['Psychic']}","{'160%': ['Fire', 'Ground'], '256%': ['Fighting']}",No,No,No,No,No,No,2011
626,Bouffalant,https://static.wikia.nocookie.net/pokemongo/images/0/02/Bouffalant.png,Normal,,Unova,Bash,"1,6","94,6",Bouffalant family,195,182,216,34,2797,20,182,20%,7%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,No,No,No,No,2011
627,Rufflet,https://static.wikia.nocookie.net/pokemongo/images/3/3f/Rufflet.png,Normal,Flying,Unova,Eaglet,"0,5","10,5",Rufflet family,150,97,172,17,1491,16,147,30%,10%,N/A,N/A,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",No,Yes (10-km Eggs),Formerly (1st tier level),Formerly,Yes,No,2011
628,Braviary,https://static.wikia.nocookie.net/pokemongo/images/2/2c/Braviary.png,Normal,Flying,Unova,Valiant,"1,5",41,Rufflet family,232,152,225,37,3088,21,189,15%,5%,N/A,N/A,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",No,No,No,No,Yes,No,2011
629,Vullaby,https://static.wikia.nocookie.net/pokemongo/images/8/84/Vullaby.png,Dark,Flying,Unova,Diapered,"0,5",9,Vullaby family,105,139,172,14,1271,16,147,30%,10%,N/A,N/A,"{'62.5%': ['Dark', 'Ghost', 'Grass'], '39%': ['Ground', 'Psychic']}","{'160%': ['Electric', 'Fairy', 'Ice', 'Rock']}",No,Yes (12-km Eggs),No,Formerly,Yes,No,2011
630,Mandibuzz,https://static.wikia.nocookie.net/pokemongo/images/e/ef/Mandibuzz.png,Dark,Flying,Unova,Bone,"1,2","39,5",Vullaby family,129,205,242,25,2138,22,203,15%,5%,N/A,N/A,"{'62.5%': ['Dark', 'Ghost', 'Grass'], '39%': ['Ground', 'Psychic']}","{'160%': ['Electric', 'Fairy', 'Ice', 'Rock']}",No,No,No,No,Yes,No,2011
631,Heatmor,https://static.wikia.nocookie.net/pokemongo/images/5/5c/Heatmor.png,Fire,,Unova,Anteater,"1,4",58,Heatmor family,204,129,198,28,2395,18,168,20%,7%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",Yes,No,No,No,Yes,No,2011
632,Durant,https://static.wikia.nocookie.net/pokemongo/images/5/5b/Durant.png,Bug,Steel,Unova,Iron,"0,3",33,Durant family,217,188,151,32,2659,14,131,20%,7%,50%,50%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Normal', 'Psychic', 'Steel'], '39%': ['Grass', 'Poison']}",{'256%': ['Fire']},Yes,No,Formerly (3rd tier level),No,Yes,No,2011
633,Deino,https://static.wikia.nocookie.net/pokemongo/images/5/59/Deino.png,Dark,Dragon,Unova,Irate,"0,8","17,3",Deino family,116,93,141,11,1062,13,123,40%,9%,50%,50%,"{'62.5%': ['Dark', 'Electric', 'Fire', 'Ghost', 'Grass', 'Water'], '39%': ['Psychic']}","{'160%': ['Bug', 'Dragon', 'Fighting', 'Ice'], '256%': ['Fairy']}",Yes,Yes (12-km Eggs),Formerly (1st tier level),Formerly,Yes,No,2011
634,Zweilous,https://static.wikia.nocookie.net/pokemongo/images/a/a0/Zweilous.png,Dark,Dragon,Unova,Hostile,"1,4",50,Deino family,159,135,176,21,1839,16,150,10%,7%,50%,50%,"{'62.5%': ['Dark', 'Electric', 'Fire', 'Ghost', 'Grass', 'Water'], '39%': ['Psychic']}","{'160%': ['Bug', 'Dragon', 'Fighting', 'Ice'], '256%': ['Fairy']}",Yes,No,No,No,Yes,No,2011
635,Hydreigon,https://static.wikia.nocookie.net/pokemongo/images/1/1c/Hydreigon.png,Dark,Dragon,Unova,Brutal,"1,8",160,Deino family,256,188,211,45,3625,19,178,5%,5%,50%,50%,"{'62.5%': ['Dark', 'Electric', 'Fire', 'Ghost', 'Grass', 'Water'], '39%': ['Psychic']}","{'160%': ['Bug', 'Dragon', 'Fighting', 'Ice'], '256%': ['Fairy']}",No,No,No,No,Yes,No,2011
636,Larvesta,https://static.wikia.nocookie.net/pokemongo/images/d/d3/Larvesta.png,Bug,Fire,Unova,Torch,"1,1","28,8",Larvesta family,156,107,146,17,1496,13,127,70%,15%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Ice', 'Steel'], '39%': ['Grass']}","{'160%': ['Flying', 'Water'], '256%': ['Rock']}",TBD,No,No,No,No,No,2011
637,Volcarona,https://static.wikia.nocookie.net/pokemongo/images/5/5e/Volcarona.png,Bug,Fire,Unova,Sun,"1,6",46,Larvesta family,264,189,198,45,3632,18,168,10%,7%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Ice', 'Steel'], '39%': ['Grass']}","{'160%': ['Flying', 'Water'], '256%': ['Rock']}",TBD,No,No,No,No,No,2011
638,Cobalion,https://static.wikia.nocookie.net/pokemongo/images/1/18/Cobalion.png,Steel,Fighting,Unova,Iron,"2,1",250,Cobalion family,192,229,209,37,3022,19,177,2%,1%,N/A,N/A,"{'62.5%': ['Dark', 'Dragon', 'Grass', 'Ice', 'Normal', 'Steel'], '39%': ['Bug', 'Poison', 'Rock']}","{'160%': ['Fighting', 'Fire', 'Ground']}",No,No,Formerly (5th tier level),No,Yes,No,2011
639,Terrakion,https://static.wikia.nocookie.net/pokemongo/images/8/83/Terrakion.png,Rock,Fighting,Unova,Cavern,"1,9",260,Terrakion family,260,192,209,46,3698,19,177,2%,1%,N/A,N/A,"{'62.5%': ['Bug', 'Dark', 'Fire', 'Normal', 'Poison', 'Rock']}","{'160%': ['Fairy', 'Fighting', 'Grass', 'Ground', 'Psychic', 'Steel', 'Water']}",No,No,Formerly (5th tier level),No,Yes,No,2011
640,Virizion,https://static.wikia.nocookie.net/pokemongo/images/6/64/Virizion.png,Grass,Fighting,Unova,Grassland,2,200,Virizion family,192,229,209,37,3022,19,177,2%,1%,N/A,N/A,"{'62.5%': ['Dark', 'Electric', 'Grass', 'Ground', 'Rock', 'Water']}","{'160%': ['Fairy', 'Fire', 'Ice', 'Poison', 'Psychic'], '256%': ['Flying']}",No,No,Formerly (5th tier level),No,Yes,No,2011
641,Tornadus,https://static.wikia.nocookie.net/pokemongo/images/d/d1/Tornadus.png,Flying,,Unova,Cyclone,"1,5",63,Tornadus family,266,164,188,41,3345,17,160,2%,1%,N/A,N/A,"{'62.5%': ['Bug', 'Fighting', 'Grass'], '39%': ['Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",No,No,Formerly (5th tier level),No,Yes,No,2011
642,Thundurus,https://static.wikia.nocookie.net/pokemongo/images/2/2d/Thundurus.png,Electric,Flying,Unova,Bolt,"1,5",61,Thundurus family,266,164,188,41,3345,17,160,2%,1%,N/A,N/A,"{'62.5%': ['Bug', 'Fighting', 'Flying', 'Grass', 'Ground', 'Steel']}","{'160%': ['Ice', 'Rock']}",No,No,Formerly (5th tier level),No,Yes,No,2011
643,Reshiram,https://static.wikia.nocookie.net/pokemongo/images/e/e2/Reshiram.png,Dragon,Fire,Unova,Vast,"3,2",330,Reshiram family,275,211,205,50,4038,19,173,2%,1%,N/A,N/A,"{'62.5%': ['Bug', 'Electric', 'Steel'], '39%': ['Fire', 'Grass']}","{'160%': ['Dragon', 'Ground', 'Rock']}",No,No,Formerly (5th tier level),No,Yes,No,2011
644,Zekrom,https://static.wikia.nocookie.net/pokemongo/images/6/68/Zekrom.png,Dragon,Electric,Unova,Deep,"2,9",345,Zekrom family,275,211,205,50,4038,19,173,2%,1%,N/A,N/A,"{'62.5%': ['Fire', 'Flying', 'Grass', 'Steel', 'Water'], '39%': ['Electric']}","{'160%': ['Dragon', 'Fairy', 'Ground', 'Ice']}",No,No,Formerly (5th tier level),No,Yes,No,2011
645,Landorus,https://static.wikia.nocookie.net/pokemongo/images/7/79/Landorus.png,Ground,Flying,Unova,Abundance,"1,5",68,Landorus family,261,182,205,44,3588,19,173,2%,1%,N/A,N/A,"{'62.5%': ['Bug', 'Electric', 'Fighting', 'Poison'], '39%': ['Ground']}","{'160%': ['Water'], '256%': ['Ice']}",No,No,Formerly (5th tier level),No,Yes,No,2011
646,Kyurem,https://static.wikia.nocookie.net/pokemongo/images/f/f0/Kyurem.png,Dragon,Ice,Unova,Boundary,3,325,Kyurem family,246,170,245,44,3575,23,205,2%,1%,N/A,N/A,"{'62.5%': ['Electric', 'Grass', 'Water']}","{'160%': ['Dragon', 'Fairy', 'Fighting', 'Rock', 'Steel']}",No,No,Formerly (5th tier level),No,Yes,No,2011
647,Keldeo,https://static.wikia.nocookie.net/pokemongo/images/6/6a/Keldeo.png,Water,Fighting,Unova,Colt,"1,4","48,5",Keldeo family,260,192,209,46,3698,19,177,2%,1%,N/A,N/A,"{'62.5%': ['Bug', 'Dark', 'Fire', 'Ice', 'Rock', 'Steel', 'Water']}","{'160%': ['Electric', 'Fairy', 'Flying', 'Grass', 'Psychic']}",No,No,No,No,No,No,2011
648,Meloetta,https://static.wikia.nocookie.net/pokemongo/images/e/ee/Meloetta.png,Normal,Psychic,Unova,Melody,"0,6","6,5",Meloetta family,250,225,225,49,3972,21,189,100%,1%,N/A,N/A,"{'62.5%': ['Ghost', 'Psychic']}","{'160%': ['Bug', 'Dark']}",No,No,No,No,No,No,2011
649,Genesect,https://static.wikia.nocookie.net/pokemongo/images/a/ae/Genesect.png,Bug,Steel,Unova,Paleozoic,"1,5","82,5",Genesect family,252,199,174,41,3353,16,149,2%,1%,N/A,N/A,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Normal', 'Psychic', 'Steel'], '39%': ['Grass', 'Poison']}",{'256%': ['Fire']},No,No,Formerly (5th tier level),No,Yes,No,2011
650,Chespin,https://static.wikia.nocookie.net/pokemongo/images/4/46/Chespin.png,Grass,,Kalos,Spiky,"0,4",9,Chespin family,110,106,148,12,1096,13,128,20%,10%,"87,50%","12,50%","{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes,Yes (2-km Eggs),Formerly (1st tier level),Formerly,No,No,2013
651,Quilladin,https://static.wikia.nocookie.net/pokemongo/images/9/9a/Quilladin.png,Grass,,Kalos,Spiny,"0,7",29,Chespin family,146,156,156,20,1719,14,135,10%,10%,"87,50%","12,50%","{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",No,No,No,No,No,No,2013
652,Chesnaught,https://static.wikia.nocookie.net/pokemongo/images/6/60/Chesnaught.png,Grass,Fighting,Kalos,Spiny,"1,6",90,Chespin family,201,204,204,36,2954,19,173,5%,10%,"87,50%","12,50%","{'62.5%': ['Dark', 'Electric', 'Grass', 'Ground', 'Rock', 'Water']}","{'160%': ['Fairy', 'Fire', 'Ice', 'Poison', 'Psychic'], '256%': ['Flying']}",No,No,No,No,No,No,2013
653,Fennekin,https://static.wikia.nocookie.net/pokemongo/images/1/11/Fennekin.png,Fire,,Kalos,Fox,"0,4","9,4",Fennekin family,116,102,120,11,1028,11,106,20%,10%,"87,50%","12,50%","{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",Yes,Yes (2-km Eggs),Formerly (1st tier level),Formerly,No,No,2013
654,Braixen,https://static.wikia.nocookie.net/pokemongo/images/3/3e/Braixen.png,Fire,,Kalos,Fox,1,"14,5",Fennekin family,171,130,153,21,1813,14,132,10%,10%,"87,50%","12,50%","{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",No,No,No,No,No,No,2013
655,Delphox,https://static.wikia.nocookie.net/pokemongo/images/b/b4/Delphox.png,Fire,Psychic,Kalos,Fox,"1,5",39,Fennekin family,230,189,181,37,3059,17,154,5%,10%,"87,50%","12,50%","{'62.5%': ['Fairy', 'Fighting', 'Fire', 'Grass', 'Ice', 'Psychic', 'Steel']}","{'160%': ['Dark', 'Ghost', 'Ground', 'Rock', 'Water']}",No,No,No,No,No,No,2013
656,Froakie,https://static.wikia.nocookie.net/pokemongo/images/8/8e/Froakie.png,Water,,Kalos,Bubble,"0,3",7,Froakie family,122,84,121,10,992,11,107,20%,10%,"87,50%","12,50%","{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,Yes (2-km Eggs),Formerly (1st tier level),Formerly,No,No,2013
657,Frogadier,https://static.wikia.nocookie.net/pokemongo/images/9/91/Frogadier.png,Water,,Kalos,Bubble,"0,6","10,9",Froakie family,168,114,144,19,1636,13,125,10%,10%,"87,50%","12,50%","{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",No,No,No,No,No,No,2013
658,Greninja,https://static.wikia.nocookie.net/pokemongo/images/9/90/Greninja.png,Water,Dark,Kalos,Ninja,"1,5",40,Froakie family,223,152,176,32,2654,16,150,5%,10%,"87,50%","12,50%","{'62.5%': ['Dark', 'Fire', 'Ghost', 'Ice', 'Steel', 'Water'], '39%': ['Psychic']}","{'160%': ['Bug', 'Electric', 'Fairy', 'Fighting', 'Grass']}",No,No,No,No,No,No,2013
659,Bunnelby,https://static.wikia.nocookie.net/pokemongo/images/9/9c/Bunnelby.png,Normal,,Kalos,Digging,"0,4",5,Bunnelby family,68,72,116,10,553,10,103,50%,10%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,Formerly (1st tier level),Yes,Yes,No,2013
660,Diggersby,https://static.wikia.nocookie.net/pokemongo/images/7/72/Diggersby.png,Normal,Ground,Kalos,Digging,1,"42,4",Bunnelby family,112,155,198,17,1509,18,168,20%,10%,50%,50%,"{'62.5%': ['Poison', 'Rock'], '39%': ['Electric', 'Ghost']}","{'160%': ['Fighting', 'Grass', 'Ice', 'Water']}",No,No,No,No,Yes,No,2013
661,Fletchling,https://static.wikia.nocookie.net/pokemongo/images/d/dd/Fletchling.png,Normal,Flying,Kalos,Tiny,"0,3","1,7",Fletchling family,95,80,128,10,800,12,113,50%,10%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2013
662,Fletchinder,https://static.wikia.nocookie.net/pokemongo/images/6/6f/Fletchinder.png,Fire,Flying,Kalos,Ember,"0,7",16,Fletchling family,145,110,158,16,1469,14,136,25%,9%,50%,50%,"{'62.5%': ['Fairy', 'Fighting', 'Fire', 'Ground', 'Steel'], '39%': ['Bug', 'Grass']}","{'160%': ['Electric', 'Water'], '256%': ['Rock']}",No,No,No,No,Yes,No,2013
663,Talonflame,https://static.wikia.nocookie.net/pokemongo/images/b/bc/Talonflame.png,Fire,Flying,Kalos,Scorching,"1,2","24,5",Fletchling family,176,155,186,26,2205,17,158,"12,50%",5%,50%,50%,"{'62.5%': ['Fairy', 'Fighting', 'Fire', 'Ground', 'Steel'], '39%': ['Bug', 'Grass']}","{'160%': ['Electric', 'Water'], '256%': ['Rock']}",No,No,No,No,Yes,No,2013
664,Scatterbug,https://static.wikia.nocookie.net/pokemongo/images/b/b0/Scatterbug.png,Bug,,Kalos,Scatterdust,"0,3","2,5",Scatterbug family,63,63,116,10,492,10,103,50%,20%,50%,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",TBD,No,No,No,No,No,2013
665,Spewpa,https://static.wikia.nocookie.net/pokemongo/images/6/65/Spewpa.png,Bug,,Kalos,Scatterdust,"0,3","8,4",Scatterbug family,48,89,128,10,479,12,113,25%,9%,50%,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",TBD,No,No,No,No,No,2013
667,Litleo,https://static.wikia.nocookie.net/pokemongo/images/c/c7/Litleo.png,Fire,Normal,Kalos,Lion,"0,6","13,5",Litleo family,139,112,158,16,1425,14,136,40%,10%,"12,50%","87,50%","{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel'], '39%': ['Ghost']}","{'160%': ['Fighting', 'Ground', 'Rock', 'Water']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2013
668,Pyroar,https://static.wikia.nocookie.net/pokemongo/images/a/a4/Pyroar.png,Fire,Normal,Kalos,Royal,"1,5","81,5",Litleo family,221,149,200,33,2767,18,169,20%,7%,"12,50%","87,50%","{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel'], '39%': ['Ghost']}","{'160%': ['Fighting', 'Ground', 'Rock', 'Water']}",No,No,No,No,Yes,No,2013
669,Flab̩b̩,https://static.wikia.nocookie.net/pokemongo/images/f/f7/Flab%C3%A9b%C3%A9.png,Fairy,,Kalos,Single,"0,1","0,1",Flab̩b̩ family,108,120,127,11,1063,11,112,50%,15%,N/A,N/A,"{'62.5%': ['Bug', 'Dark', 'Fighting'], '39%': ['Dragon']}","{'160%': ['Poison', 'Steel']}",Yes,No,No,No,No,No,2013
670,Floette,https://static.wikia.nocookie.net/pokemongo/images/9/9f/Floette.png,Fairy,,Kalos,Single,"0,2","0,9",Flab̩b̩ family,136,151,144,17,1532,13,125,25%,7%,N/A,N/A,"{'62.5%': ['Bug', 'Dark', 'Fighting'], '39%': ['Dragon']}","{'160%': ['Poison', 'Steel']}",No,No,No,No,No,No,2013
671,Florges,https://static.wikia.nocookie.net/pokemongo/images/7/7e/Florges.png,Fairy,,Kalos,Garden,"1,1",10,Flab̩b̩ family,212,244,186,39,3234,17,158,"12,50%",5%,N/A,N/A,"{'62.5%': ['Bug', 'Dark', 'Fighting'], '39%': ['Dragon']}","{'160%': ['Poison', 'Steel']}",No,No,No,No,No,No,2013
672,Skiddo,https://static.wikia.nocookie.net/pokemongo/images/1/17/Skiddo.png,Grass,,Kalos,Mount,"0,9",31,Skiddo family,123,102,165,14,1250,15,142,20%,10%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",TBD,No,No,No,No,No,2013
673,Gogoat,https://static.wikia.nocookie.net/pokemongo/images/5/5d/Gogoat.png,Grass,,Kalos,Mount,"1,7",91,Skiddo family,196,146,265,34,2798,24,221,20%,10%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",TBD,No,No,No,No,No,2013
674,Pancham,https://static.wikia.nocookie.net/pokemongo/images/c/c9/Pancham.png,Fighting,,Kalos,Playful,"0,6",8,Pancham family,145,107,167,17,1489,15,143,30%,9%,50%,50%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",No,Yes (12-km Eggs),Formerly (1st tier level),No,No,No,2013
675,Pangoro,https://static.wikia.nocookie.net/pokemongo/images/f/f2/Pangoro.png,Fighting,Dark,Kalos,Daunting,"2,1",136,Pancham family,226,146,216,35,2902,20,182,10%,7%,50%,50%,"{'62.5%': ['Ghost', 'Psychic', 'Rock'], '39%': ['Dark']}","{'160%': ['Fighting', 'Flying'], '256%': ['Fairy']}",No,No,No,No,No,No,2013
676,Furfrou,https://static.wikia.nocookie.net/pokemongo/images/d/d0/Furfrou.png,Normal,,Kalos,Poodle,"1,2",28,Furfrou family,164,167,181,25,2111,17,154,20%,7%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,Formerly (1st tier level),Formerly,No,No,2013
677,Espurr,https://static.wikia.nocookie.net/pokemongo/images/9/99/Espurr.png,Psychic,,Kalos,Restraint,"0,3","3,5",Espurr family,120,114,158,14,1259,14,136,40%,10%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",No,Yes (10-km Eggs),Formerly (1st tier level),Formerly,Yes,No,2013
678,Meowstic,https://static.wikia.nocookie.net/pokemongo/images/0/0b/Meowstic.png,Psychic,,Kalos,Constraint,"0,6","8,5",Espurr family,166,167,179,25,2124,16,153,20%,7%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",No,No,No,No,Yes,No,2013
680,Doublade,https://static.wikia.nocookie.net/pokemongo/images/6/66/Doublade.png,Steel,Ghost,Kalos,Sword,"0,8","4,5",Honedge family,188,206,153,29,2443,14,132,20%,10%,50%,50%,"{'62.5%': ['Dragon', 'Fairy', 'Fighting', 'Flying', 'Grass', 'Ice', 'Psychic', 'Rock', 'Steel'], '39%': ['Bug'], '24%': ['Normal', 'Poison']}","{'160%': ['Dark', 'Fire', 'Ghost', 'Ground']}",TBD,No,No,No,No,No,2013
682,Spritzee,https://static.wikia.nocookie.net/pokemongo/images/e/e2/Spritzee.png,Fairy,,Kalos,Perfume,"0,2","0,5",Spritzee family,110,113,186,14,1252,17,158,20%,10%,50%,50%,"{'62.5%': ['Bug', 'Dark', 'Fighting'], '39%': ['Dragon']}","{'160%': ['Poison', 'Steel']}",Yes,No,Formerly (1st tier level),Formerly,No,No,2013
683,Aromatisse,https://static.wikia.nocookie.net/pokemongo/images/4/40/Aromatisse.png,Fairy,,Kalos,Fragrance,"0,8","15,5",Spritzee family,173,150,226,28,2341,21,190,20%,10%,50%,50%,"{'62.5%': ['Bug', 'Dark', 'Fighting'], '39%': ['Dragon']}","{'160%': ['Poison', 'Steel']}",No,No,No,No,No,No,2013
684,Swirlix,https://static.wikia.nocookie.net/pokemongo/images/1/1c/Swirlix.png,Fairy,,Kalos,Cotton,"0,4","3,5",Swirlix family,109,119,158,13,1179,14,136,20%,10%,50%,50%,"{'62.5%': ['Bug', 'Dark', 'Fighting'], '39%': ['Dragon']}","{'160%': ['Poison', 'Steel']}",Yes,No,Formerly (1st tier level),Formerly,No,No,2013
685,Slurpuff,https://static.wikia.nocookie.net/pokemongo/images/a/a2/Slurpuff.png,Fairy,,Kalos,Meringue,"0,8",5,Swirlix family,168,163,193,26,2199,18,164,20%,10%,50%,50%,"{'62.5%': ['Bug', 'Dark', 'Fighting'], '39%': ['Dragon']}","{'160%': ['Poison', 'Steel']}",No,No,No,No,No,No,2013
686,Inkay,https://static.wikia.nocookie.net/pokemongo/images/6/6a/Inkay.png,Dark,Psychic,Kalos,Revolving,"0,4","3,5",Inkay family,98,95,142,10,927,13,124,20%,10%,50%,50%,{'24%': ['Psychic']},"{'160%': ['Fairy'], '256%': ['Bug']}",Yes,No,Formerly (1st tier level),Formerly,No,No,2013
687,Malamar,https://static.wikia.nocookie.net/pokemongo/images/2/28/Malamar.png,Dark,Psychic,Kalos,Overturning,"1,5",47,Inkay family,177,165,200,28,2359,18,169,20%,10%,50%,50%,{'24%': ['Psychic']},"{'160%': ['Fairy'], '256%': ['Bug']}",No,No,No,No,No,No,2013
